OBJECTID,INSTALLED,UPGRADED,INFRA_HIGHORDER
731,2009,NA,Protected Lanes
732,2009,NA,Protected Lanes
733,2009,NA,Protected Lanes
734,2009,NA,On-Road Lanes
735,2009,NA,On-Road Lanes
736,2009,NA,On-Road Lanes
737,2009,NA,Shared Roadways
738,2009,NA,Protected Lanes
739,2009,NA,Protected Lanes
740,2010,NA,On-Road Lanes
741,2010,2015,On-Road Lanes
742,2011,NA,Protected Lanes
743,2011,NA,Protected Lanes
744,2013,NA,Protected Lanes
745,2013,NA,Protected Lanes
746,2013,NA,Shared Roadways
747,2013,NA,Shared Roadways
748,2013,NA,Shared Roadways
749,2013,NA,Shared Roadways
750,2013,NA,Shared Roadways
751,2013,NA,Shared Roadways
752,2013,NA,Shared Roadways
753,2005,NA,On-Road Lanes
754,2014,NA,On-Road Lanes
755,2014,NA,Protected Lanes
756,2014,NA,Protected Lanes
757,2014,NA,Protected Lanes
758,2014,NA,Protected Lanes
759,2014,NA,On-Road Lanes
760,2014,2020,On-Road Lanes
761,2014,NA,Protected Lanes
762,2012,NA,Protected Lanes
763,2012,NA,Protected Lanes
764,2012,NA,Protected Lanes
765,2012,NA,Protected Lanes
766,2012,NA,Protected Lanes
767,2012,NA,Shared Roadways
768,2012,NA,Shared Roadways
769,2012,NA,Shared Roadways
770,2012,NA,Shared Roadways
771,2012,NA,Shared Roadways
772,2012,NA,Shared Roadways
773,2012,NA,Shared Roadways
774,2012,NA,Shared Roadways
775,2012,NA,Shared Roadways
776,2012,NA,Shared Roadways
777,2012,NA,Shared Roadways
778,2012,NA,Shared Roadways
779,2012,NA,Shared Roadways
780,2012,NA,Shared Roadways
781,2012,NA,Shared Roadways
782,2012,NA,Shared Roadways
783,2012,NA,Shared Roadways
784,2012,NA,Shared Roadways
785,2012,NA,Shared Roadways
786,2012,NA,Shared Roadways
787,2012,NA,Shared Roadways
788,2012,NA,Shared Roadways
789,2012,NA,Shared Roadways
790,2012,NA,Protected Lanes
791,2012,NA,Shared Roadways
792,2012,NA,Shared Roadways
793,2012,NA,Shared Roadways
794,2012,NA,Shared Roadways
795,2012,NA,Shared Roadways
796,2012,NA,Shared Roadways
797,2012,NA,Shared Roadways
798,2012,NA,Shared Roadways
799,2012,NA,Shared Roadways
800,2012,NA,Shared Roadways
801,2013,NA,Protected Lanes
802,2013,NA,Protected Lanes
803,2006,2013,Protected Lanes
804,2013,NA,On-Road Lanes
805,2013,NA,On-Road Lanes
806,2013,NA,Shared Roadways
807,2013,2019,Shared Roadways
808,2013,NA,Protected Lanes
809,2013,NA,Protected Lanes
810,2015,NA,Shared Roadways
811,2015,NA,Shared Roadways
812,2015,NA,Shared Roadways
813,2015,NA,Protected Lanes
814,2015,NA,Shared Roadways
815,2015,NA,Shared Roadways
816,2015,NA,Shared Roadways
817,2015,NA,Shared Roadways
818,2015,NA,Shared Roadways
819,2016,NA,Protected Lanes
820,2006,2016,Shared Roadways
821,2016,NA,On-Road Lanes
822,2016,NA,On-Road Lanes
823,2016,NA,Shared Roadways
824,2016,NA,On-Road Lanes
825,2001,2017,On-Road Lanes
826,2001,NA,Protected Lanes
827,2001,2017,Protected Lanes
828,2001,2017,Shared Roadways
829,2001,2017,Shared Roadways
830,2007,2017,Shared Roadways
831,2005,NA,On-Road Lanes
832,2008,NA,On-Road Lanes
833,2008,NA,On-Road Lanes
834,2012,2017,Protected Lanes
835,2012,2017,Protected Lanes
836,2017,NA,On-Road Lanes
837,2017,NA,Shared Roadways
838,2017,NA,On-Road Lanes
839,2015,NA,Shared Roadways
840,2015,NA,Shared Roadways
841,2015,NA,Shared Roadways
842,2015,2015,Shared Roadways
843,2015,NA,Shared Roadways
844,2011,2015,Shared Roadways
845,2007,2015,Shared Roadways
846,2012,2015,Protected Lanes
847,2004,2015,Protected Lanes
848,2005,2021,Protected Lanes
849,2015,NA,Shared Roadways
850,2015,NA,Shared Roadways
851,2006,2016,Shared Roadways
852,2006,2016,Shared Roadways
853,2006,2016,Shared Roadways
854,2006,2016,Shared Roadways
855,2016,2019,On-Road Lanes
856,2016,NA,Shared Roadways
857,2016,NA,Shared Roadways
858,2017,NA,Protected Lanes
859,2016,NA,Protected Lanes
860,2016,NA,Protected Lanes
861,2016,NA,On-Road Lanes
862,2016,NA,Shared Roadways
863,2016,NA,On-Road Lanes
864,2016,NA,Protected Lanes
865,2005,2016,On-Road Lanes
866,2016,NA,Shared Roadways
867,2014,NA,Protected Lanes
868,2014,NA,On-Road Lanes
869,2014,NA,Protected Lanes
870,2014,NA,Shared Roadways
871,2014,NA,Protected Lanes
872,2015,NA,On-Road Lanes
873,2015,2015,Protected Lanes
874,2015,NA,Protected Lanes
875,2015,NA,Shared Roadways
876,2015,NA,Shared Roadways
877,2015,NA,Shared Roadways
878,2015,NA,Shared Roadways
879,2015,NA,On-Road Lanes
880,2015,NA,Shared Roadways
881,2015,NA,Protected Lanes
882,2015,NA,Shared Roadways
883,2015,NA,Protected Lanes
884,2015,NA,Shared Roadways
885,2014,NA,On-Road Lanes
886,2014,NA,On-Road Lanes
887,2016,2020,Protected Lanes
888,2014,NA,Protected Lanes
889,2014,NA,Shared Roadways
890,2014,NA,Shared Roadways
891,2014,NA,Shared Roadways
892,2014,NA,On-Road Lanes
893,2014,NA,Protected Lanes
894,2006,2022,Shared Roadways
895,2006,2020,On-Road Lanes
896,2006,NA,On-Road Lanes
897,2006,NA,Protected Lanes
898,2006,NA,Protected Lanes
899,2006,2022,On-Road Lanes
900,2007,NA,Shared Roadways
901,2007,NA,Shared Roadways
902,2014,NA,Shared Roadways
903,2014,2017,Shared Roadways
904,2014,2017,Shared Roadways
905,2015,NA,Protected Lanes
906,2015,NA,Shared Roadways
907,2015,NA,Shared Roadways
908,2015,NA,Shared Roadways
909,2015,NA,Shared Roadways
910,2007,NA,Shared Roadways
911,2007,NA,Protected Lanes
912,2015,NA,Shared Roadways
913,2015,NA,Shared Roadways
914,2015,NA,Shared Roadways
915,2015,NA,Protected Lanes
916,2015,NA,Protected Lanes
917,2015,NA,Shared Roadways
918,2015,NA,Shared Roadways
919,2007,NA,On-Road Lanes
920,2007,2021,Protected Lanes
921,2007,NA,On-Road Lanes
922,2007,NA,Shared Roadways
923,2007,NA,On-Road Lanes
924,2007,NA,On-Road Lanes
925,2007,2012,Protected Lanes
926,2007,2012,Protected Lanes
927,2015,2016,Protected Lanes
928,2015,2016,Shared Roadways
929,2015,2021,Protected Lanes
930,2017,NA,On-Road Lanes
931,2007,2012,Protected Lanes
932,2007,2013,Shared Roadways
933,2007,2015,Protected Lanes
934,2007,2018,On-Road Lanes
935,2007,2017,Shared Roadways
936,2007,2017,Shared Roadways
937,2001,2015,Protected Lanes
938,2001,NA,Protected Lanes
939,2001,NA,Protected Lanes
940,2001,NA,Protected Lanes
941,2009,NA,On-Road Lanes
942,2001,NA,Protected Lanes
943,2001,NA,Protected Lanes
944,2008,NA,On-Road Lanes
945,2008,NA,On-Road Lanes
946,2008,NA,On-Road Lanes
947,2008,2019,On-Road Lanes
948,2008,NA,On-Road Lanes
949,2008,NA,On-Road Lanes
950,2008,2009,On-Road Lanes
951,2001,NA,Protected Lanes
952,2001,NA,Protected Lanes
953,2001,NA,Protected Lanes
954,2014,NA,Shared Roadways
955,2014,NA,Shared Roadways
956,2008,2009,Shared Roadways
957,2014,NA,Shared Roadways
958,2015,NA,On-Road Lanes
959,2001,NA,Protected Lanes
960,2017,NA,On-Road Lanes
961,2008,2011,Protected Lanes
962,2008,2020,Protected Lanes
963,2008,2019,On-Road Lanes
964,2009,NA,On-Road Lanes
965,2018,NA,Shared Roadways
966,2018,NA,Shared Roadways
967,2018,NA,Shared Roadways
968,2018,NA,Shared Roadways
969,2018,NA,Shared Roadways
970,2018,NA,Shared Roadways
971,2018,NA,On-Road Lanes
972,2018,NA,On-Road Lanes
973,2018,NA,On-Road Lanes
974,2018,NA,On-Road Lanes
975,2018,NA,On-Road Lanes
976,2018,NA,On-Road Lanes
977,2018,NA,On-Road Lanes
978,2018,NA,On-Road Lanes
979,2009,NA,Protected Lanes
980,2009,NA,Protected Lanes
981,2009,NA,Protected Lanes
982,2009,NA,Protected Lanes
983,2009,NA,Protected Lanes
984,2018,NA,On-Road Lanes
985,2018,NA,On-Road Lanes
986,2018,NA,On-Road Lanes
987,2018,NA,On-Road Lanes
988,2001,2020,Shared Roadways
989,2017,NA,Protected Lanes
990,2019,NA,Protected Lanes
991,2017,2001,Shared Roadways
992,2017,2017,Shared Roadways
993,2017,2017,Shared Roadways
994,2018,NA,Protected Lanes
995,2018,NA,Protected Lanes
996,2017,NA,Protected Lanes
997,2017,NA,Protected Lanes
998,2017,NA,Shared Roadways
999,2001,NA,Protected Lanes
1000,2001,2017,Shared Roadways
1001,2008,2015,Protected Lanes
1002,2006,2012,Shared Roadways
1003,2005,2021,Shared Roadways
1004,2005,NA,Shared Roadways
1005,2009,NA,On-Road Lanes
1006,2009,NA,Protected Lanes
1007,2009,NA,Protected Lanes
1008,2009,NA,Protected Lanes
1009,2009,NA,Protected Lanes
1010,2009,2016,On-Road Lanes
1011,2010,NA,On-Road Lanes
1012,2001,NA,Protected Lanes
1013,2017,NA,Protected Lanes
1014,2017,NA,Protected Lanes
1015,2017,NA,Protected Lanes
1016,2018,NA,Protected Lanes
1017,2019,NA,Protected Lanes
1018,2018,NA,Protected Lanes
1019,2019,NA,Protected Lanes
1020,2018,NA,Protected Lanes
1021,2017,NA,On-Road Lanes
1022,2017,NA,Shared Roadways
1023,2001,NA,Protected Lanes
1024,2001,2017,Protected Lanes
1025,2001,NA,Shared Roadways
1026,2001,2017,Shared Roadways
1027,2010,NA,Protected Lanes
1028,2010,NA,Shared Roadways
1029,2010,NA,Shared Roadways
1030,2010,NA,On-Road Lanes
1031,2010,NA,On-Road Lanes
1032,2010,NA,Shared Roadways
1033,2010,2014,On-Road Lanes
1034,2011,NA,Shared Roadways
1035,2011,NA,Protected Lanes
1036,2018,NA,Protected Lanes
1037,2018,NA,Protected Lanes
1038,2018,2021,Protected Lanes
1039,2018,NA,On-Road Lanes
1040,2018,NA,Protected Lanes
1041,2018,NA,On-Road Lanes
1042,2018,NA,Shared Roadways
1043,2018,NA,Shared Roadways
1044,2018,NA,Shared Roadways
1045,2018,NA,Shared Roadways
1046,2001,2017,Shared Roadways
1047,2002,NA,On-Road Lanes
1048,2002,2021,On-Road Lanes
1049,2002,NA,Protected Lanes
1050,2002,NA,Protected Lanes
1051,2011,NA,Protected Lanes
1052,2011,NA,Protected Lanes
1053,2011,NA,Protected Lanes
1054,2011,NA,Protected Lanes
1055,2005,2020,Shared Roadways
1056,2018,NA,Protected Lanes
1057,2018,NA,Protected Lanes
1058,2018,NA,Shared Roadways
1059,2018,NA,Protected Lanes
1060,2011,NA,Protected Lanes
1061,2002,2006,Protected Lanes
1062,2002,2018,On-Road Lanes
1063,2003,NA,Protected Lanes
1064,2011,NA,Protected Lanes
1065,2011,NA,Protected Lanes
1066,2011,NA,Protected Lanes
1067,2011,NA,Protected Lanes
1068,2018,NA,Protected Lanes
1069,2017,NA,On-Road Lanes
1070,2001,NA,Protected Lanes
1071,2001,2021,Protected Lanes
1072,2018,NA,On-Road Lanes
1073,2001,NA,On-Road Lanes
1074,2001,2020,On-Road Lanes
1075,2001,2020,On-Road Lanes
1076,2001,2020,On-Road Lanes
1077,2001,2020,On-Road Lanes
1078,2001,2020,On-Road Lanes
1079,2018,NA,Shared Roadways
1080,2006,2018,Shared Roadways
1081,2006,NA,On-Road Lanes
1082,2003,NA,Protected Lanes
1083,2003,2020,Protected Lanes
1084,2003,2020,Protected Lanes
1085,2011,NA,Protected Lanes
1086,2011,NA,Protected Lanes
1087,2011,NA,Protected Lanes
1088,2011,NA,Protected Lanes
1089,2020,NA,Protected Lanes
1090,2004,2019,On-Road Lanes
1091,2004,NA,On-Road Lanes
1092,2004,2021,Protected Lanes
1093,2004,NA,Protected Lanes
1094,2011,NA,Protected Lanes
1095,2011,NA,Protected Lanes
1096,2011,NA,Protected Lanes
1097,2004,NA,Protected Lanes
1098,2004,NA,Protected Lanes
1099,2004,NA,On-Road Lanes
1100,2004,NA,Protected Lanes
1101,2004,2021,Protected Lanes
1102,2004,NA,Protected Lanes
1103,2011,2015,Shared Roadways
1104,2011,2015,Shared Roadways
1105,2011,2015,Protected Lanes
1106,2011,2015,Protected Lanes
1107,2011,2015,Protected Lanes
1108,2012,NA,Shared Roadways
1109,2005,NA,Shared Roadways
1110,2005,NA,Shared Roadways
1111,2005,NA,On-Road Lanes
1112,2005,2008,On-Road Lanes
1113,2005,NA,On-Road Lanes
1114,2005,2016,On-Road Lanes
1115,2006,NA,Shared Roadways
1116,2012,NA,Protected Lanes
1117,2012,NA,Protected Lanes
1118,2012,NA,Protected Lanes
1119,2012,NA,Protected Lanes
1120,2013,NA,On-Road Lanes
1121,2006,NA,Shared Roadways
1122,2006,NA,Shared Roadways
1123,2006,NA,Shared Roadways
1124,2006,NA,Shared Roadways
1125,2006,2018,On-Road Lanes
1126,2013,NA,Protected Lanes
1127,2013,NA,Protected Lanes
1128,2013,NA,Shared Roadways
1129,2013,NA,Shared Roadways
1130,2013,NA,On-Road Lanes
1131,2013,2019,On-Road Lanes
1132,2003,2020,Protected Lanes
1133,2007,NA,On-Road Lanes
1134,2019,2020,Protected Lanes
1135,2001,NA,Protected Lanes
1136,2015,2020,Protected Lanes
1137,2014,2020,Protected Lanes
1138,2015,2020,Protected Lanes
1139,2015,2020,Protected Lanes
1140,2003,2020,Protected Lanes
1141,2001,2015,Protected Lanes
1142,2001,NA,On-Road Lanes
1143,2007,NA,On-Road Lanes
1144,2014,NA,On-Road Lanes
1145,2015,NA,On-Road Lanes
1146,2015,NA,On-Road Lanes
1147,2015,NA,On-Road Lanes
1148,2015,NA,On-Road Lanes
1149,2016,NA,On-Road Lanes
1150,2017,NA,On-Road Lanes
1151,2017,NA,On-Road Lanes
1152,2017,NA,On-Road Lanes
1153,2007,NA,On-Road Lanes
1154,2014,NA,On-Road Lanes
1155,2014,NA,On-Road Lanes
1156,2014,NA,On-Road Lanes
1157,2017,NA,On-Road Lanes
1158,2002,NA,On-Road Lanes
1159,2007,2021,On-Road Lanes
1160,2014,NA,On-Road Lanes
1161,2014,NA,On-Road Lanes
1162,2015,NA,On-Road Lanes
1163,2001,2017,On-Road Lanes
1164,2001,NA,On-Road Lanes
1165,2014,2016,Protected Lanes
1166,2014,NA,Protected Lanes
1167,2014,NA,Protected Lanes
1168,2019,NA,On-Road Lanes
1169,2020,NA,Protected Lanes
1170,2020,NA,Shared Roadways
1171,2020,NA,On-Road Lanes
1172,2020,NA,On-Road Lanes
1173,2015,NA,Shared Roadways
1174,2020,NA,Protected Lanes
1175,2001,2020,On-Road Lanes
1176,2020,NA,Protected Lanes
1177,2013,2020,On-Road Lanes
1178,2020,NA,On-Road Lanes
1179,2020,NA,On-Road Lanes
1180,2020,NA,On-Road Lanes
1181,2001,2023,Protected Lanes
1182,2020,2023,Protected Lanes
1183,2020,NA,Protected Lanes
1184,2001,2020,On-Road Lanes
1185,2020,NA,On-Road Lanes
1186,2020,NA,Protected Lanes
1187,2020,NA,On-Road Lanes
1188,2010,NA,On-Road Lanes
1189,2007,NA,On-Road Lanes
1190,2006,2020,Protected Lanes
1191,2008,NA,On-Road Lanes
1192,2008,2020,On-Road Lanes
1193,2007,2021,On-Road Lanes
1194,2020,NA,Protected Lanes
1195,2020,NA,Protected Lanes
1196,2020,NA,Protected Lanes
1197,2003,2020,Protected Lanes
1198,2016,2018,Protected Lanes
1199,2009,2020,Protected Lanes
1200,2015,2020,Protected Lanes
1201,2015,2020,Protected Lanes
1202,2014,2020,Protected Lanes
1203,2020,2023,Protected Lanes
1204,2017,NA,Protected Lanes
1205,2019,NA,Shared Roadways
1206,2020,1,Protected Lanes
1207,2020,NA,On-Road Lanes
1208,2020,2021,Protected Lanes
1209,2020,NA,Protected Lanes
1210,2020,NA,Protected Lanes
1211,2002,2020,Protected Lanes
1212,2002,2020,On-Road Lanes
1213,2020,NA,Protected Lanes
1214,2020,NA,Protected Lanes
1215,2009,2020,On-Road Lanes
1216,2001,2020,On-Road Lanes
1217,2020,NA,Protected Lanes
1218,2020,NA,Protected Lanes
1219,2020,NA,Protected Lanes
1220,2020,NA,Protected Lanes
1221,2001,2016,Protected Lanes
1222,2015,NA,On-Road Lanes
1223,2001,NA,On-Road Lanes
1224,2020,NA,Protected Lanes
1225,2003,2016,On-Road Lanes
1226,2008,2020,On-Road Lanes
1227,2011,2021,Protected Lanes
1228,2021,NA,Protected Lanes
1229,2017,NA,Protected Lanes
1230,2018,2020,Shared Roadways
1231,2015,NA,On-Road Lanes
1232,2015,NA,On-Road Lanes
1233,2001,NA,Protected Lanes
1234,2001,2020,Protected Lanes
1235,2020,NA,Shared Roadways
1236,2020,NA,Shared Roadways
1237,2020,NA,Shared Roadways
1238,2020,NA,Protected Lanes
1239,2020,NA,Protected Lanes
1240,2020,NA,Shared Roadways
1241,2001,2020,On-Road Lanes
1242,2001,2020,On-Road Lanes
1243,2020,1,Protected Lanes
1244,2008,2014,Protected Lanes
1245,2020,1,Protected Lanes
1246,2018,2020,Protected Lanes
1247,2007,NA,On-Road Lanes
1248,2020,NA,Shared Roadways
1249,2021,NA,On-Road Lanes
1250,2001,2018,Protected Lanes
1251,2021,NA,On-Road Lanes
1252,2021,NA,On-Road Lanes
1253,2021,NA,On-Road Lanes
1254,2021,NA,Shared Roadways
1255,2021,NA,Protected Lanes
1256,2016,2021,Protected Lanes
1257,2021,NA,Protected Lanes
1258,2021,NA,Shared Roadways
1259,2021,NA,Shared Roadways
1260,2021,NA,On-Road Lanes
1261,2021,NA,On-Road Lanes
1262,2021,NA,Shared Roadways
1263,2021,NA,On-Road Lanes
1264,2021,NA,On-Road Lanes
1265,2021,NA,Shared Roadways
1266,2021,2021,Shared Roadways
1267,2021,2021,Shared Roadways
1268,2014,2020,Protected Lanes
1269,2014,2021,Protected Lanes
1270,2021,NA,Protected Lanes
1271,2021,NA,Protected Lanes
1272,2021,NA,Protected Lanes
1273,2021,NA,Shared Roadways
1274,2021,NA,Shared Roadways
1275,2021,NA,On-Road Lanes
1276,2004,NA,Protected Lanes
1277,2022,NA,Shared Roadways
1278,2022,NA,On-Road Lanes
1279,2022,NA,Protected Lanes
1280,2021,NA,Protected Lanes
1281,2021,NA,Protected Lanes
1282,2021,NA,Protected Lanes
1283,2021,NA,Shared Roadways
1284,2021,NA,Shared Roadways
1285,2021,NA,Shared Roadways
1286,2021,NA,On-Road Lanes
1287,2021,NA,Protected Lanes
1288,2021,NA,Protected Lanes
1289,2021,NA,Protected Lanes
1290,2021,NA,Protected Lanes
1291,2001,2013,On-Road Lanes
1292,2001,2013,On-Road Lanes
1293,2020,NA,Protected Lanes
1294,2021,NA,On-Road Lanes
1295,2020,NA,On-Road Lanes
1296,2015,2021,Protected Lanes
1297,2016,2018,Protected Lanes
1298,2016,2019,Protected Lanes
1299,2019,NA,Shared Roadways
1300,2019,NA,Shared Roadways
1301,2019,NA,Shared Roadways
1302,2001,2019,Protected Lanes
1303,2002,NA,On-Road Lanes
1304,2019,NA,On-Road Lanes
1305,2017,2022,Protected Lanes
1306,2001,2021,Shared Roadways
1307,2005,NA,Shared Roadways
1308,2021,2021,Shared Roadways
1309,2020,NA,On-Road Lanes
1310,2021,NA,On-Road Lanes
1311,2022,NA,Protected Lanes
1312,2016,2022,Protected Lanes
1313,2021,NA,Protected Lanes
1314,2016,NA,Protected Lanes
1315,2019,NA,Protected Lanes
1316,2016,NA,Shared Roadways
1317,2016,NA,Shared Roadways
1318,2017,NA,Shared Roadways
1319,2017,NA,Shared Roadways
1320,2020,NA,Shared Roadways
1321,2018,NA,Protected Lanes
1322,2019,NA,Protected Lanes
1323,2022,NA,On-Road Lanes
1324,2022,NA,On-Road Lanes
1325,2022,NA,On-Road Lanes
1326,2022,NA,On-Road Lanes
1327,2022,NA,On-Road Lanes
1328,2022,NA,Shared Roadways
1329,2022,NA,Protected Lanes
1330,2022,NA,Protected Lanes
1331,2022,NA,Shared Roadways
1332,2022,NA,Shared Roadways
1333,2022,NA,Shared Roadways
1334,2022,NA,Shared Roadways
1335,2022,NA,Shared Roadways
1336,2022,NA,Protected Lanes
1337,2022,NA,On-Road Lanes
1338,2022,NA,On-Road Lanes
1339,2022,NA,Shared Roadways
1340,2022,NA,Shared Roadways
1341,2022,NA,Shared Roadways
1342,2022,NA,Protected Lanes
1343,2022,NA,Protected Lanes
1344,2022,NA,On-Road Lanes
1345,2022,NA,Shared Roadways
1346,2022,NA,Protected Lanes
1347,2022,NA,Shared Roadways
1348,2022,NA,On-Road Lanes
1349,2022,NA,Shared Roadways
1350,2022,NA,On-Road Lanes
1351,2022,NA,Shared Roadways
1352,2022,NA,Shared Roadways
1353,2022,NA,Shared Roadways
1354,2022,NA,Protected Lanes
1355,2022,NA,Shared Roadways
1356,2022,NA,Shared Roadways
1357,2022,NA,Protected Lanes
1358,2022,NA,Protected Lanes
1359,2022,NA,Shared Roadways
1360,2022,NA,Shared Roadways
1361,2022,NA,On-Road Lanes
1362,2022,NA,Shared Roadways
1363,2022,NA,On-Road Lanes
1364,2022,NA,Protected Lanes
1365,2022,NA,Shared Roadways
1366,2022,NA,On-Road Lanes
1367,2022,NA,Protected Lanes
1368,2022,NA,Shared Roadways
1369,2022,NA,Protected Lanes
1370,2006,2022,Shared Roadways
1371,2022,NA,Protected Lanes
1372,2022,NA,Protected Lanes
1373,2022,NA,On-Road Lanes
1374,2022,NA,On-Road Lanes
1375,2022,NA,Protected Lanes
1376,2022,NA,Protected Lanes
1377,2022,NA,Shared Roadways
1378,2022,NA,Shared Roadways
1379,2022,NA,Shared Roadways
1380,2022,NA,On-Road Lanes
1381,2022,NA,On-Road Lanes
1382,2022,NA,On-Road Lanes
1383,2022,NA,Shared Roadways
1384,2022,NA,Protected Lanes
1385,2022,NA,Protected Lanes
1386,2022,NA,Protected Lanes
1387,2022,NA,Protected Lanes
1388,2022,NA,Protected Lanes
1389,2022,NA,On-Road Lanes
1390,2006,2022,Shared Roadways
1391,2006,2022,Shared Roadways
1392,2021,NA,On-Road Lanes
1393,2021,NA,Shared Roadways
1394,2022,NA,Protected Lanes
1395,2001,NA,Protected Lanes
1396,2023,NA,On-Road Lanes
1397,2023,NA,Shared Roadways
1398,2023,NA,On-Road Lanes
1399,2023,NA,On-Road Lanes
1400,2023,NA,On-Road Lanes
1401,2023,NA,Shared Roadways
1402,2023,NA,On-Road Lanes
1403,2023,NA,Shared Roadways
1404,2023,NA,On-Road Lanes
1405,2023,NA,Shared Roadways
1406,2023,NA,On-Road Lanes
1407,2023,NA,Protected Lanes
1408,2023,NA,Protected Lanes
1409,2023,NA,Protected Lanes
1410,2023,NA,Protected Lanes
1411,2023,NA,Protected Lanes
1412,2023,NA,Protected Lanes
1413,2023,NA,Protected Lanes
1414,2023,NA,Protected Lanes
1415,2023,NA,Protected Lanes
1416,2023,NA,Protected Lanes
1417,2023,NA,Shared Roadways
1418,2023,NA,Shared Roadways
1419,2023,NA,Shared Roadways
1420,2023,NA,Shared Roadways
1421,2023,NA,Shared Roadways
1422,2023,NA,Shared Roadways
1423,2023,NA,Shared Roadways
1424,2023,NA,Shared Roadways
1425,2023,NA,Shared Roadways
1432,2009,NA,On-Road Lanes
1433,2023,NA,Protected Lanes
1434,2023,NA,Protected Lanes
1435,2023,NA,Protected Lanes
1436,2023,NA,Protected Lanes
1437,2023,NA,Protected Lanes
1440,2005,2023,Shared Roadways
1441,2023,NA,On-Road Lanes
1442,2001,NA,Protected Lanes
1443,2023,NA,On-Road Lanes
1444,2023,NA,Shared Roadways
1449,2018,NA,Shared Roadways
1450,2016,NA,Protected Lanes
1451,2020,NA,Protected Lanes
1452,2022,NA,Protected Lanes
1454,2022,NA,Shared Roadways
1455,2023,NA,Protected Lanes
1456,2023,NA,Protected Lanes
1457,2023,NA,Protected Lanes
1458,2023,NA,Protected Lanes
1459,2023,NA,Protected Lanes
1460,2023,NA,Protected Lanes
1461,2023,NA,Protected Lanes
1462,2023,NA,Protected Lanes
1463,2023,NA,Protected Lanes
